wordStem,wordClass,valence,arousal
arbeitslose,NOUN,-0.3549,0
arbeitslosigkeit,NOUN,-0.3654,0
armut,NOUN,-0.2038,0
arroganz,NOUN,-0.3289,0
arschloch,NOUN,-0.1901,0
attacke,NOUN,-0.47,0
aufhebung,NOUN,-0.0048,0
auflösung,NOUN,-0.0048,0
aufregung,NOUN,-0.0386,0
aufruhr,NOUN,-0.0048,0
aufschrei,NOUN,-0.0048,0
aufstand,NOUN,-0.0048,0
ausbeute,NOUN,-0.1894,0
ausbeuter,NOUN,-0.0048,0
ausbeutung,NOUN,-0.0048,0
ausbruch,NOUN,-0.0048,0
auseinandersetzung,NOUN,-0.0603,0
ausfall,NOUN,-0.2164,0
ausgrenzung,NOUN,-0.626,0
auslöschung,NOUN,-0.0048,0
ausrottung,NOUN,-0.0048,0
ausschließung,NOUN,-0.0048,0
aussetzung,NOUN,-0.0048,0
banalität,NOUN,-0.0048,0
bankrott,NOUN,-0.0048,0
barriere,NOUN,-0.0048,0
bedeutungslosigkeit,NOUN,-0.0048,0
bedrohung,NOUN,-0.0048,0
bedrängung,NOUN,-0.0048,0
bedrückung,NOUN,-0.0435,0
bedürftige,NOUN,-0.0048,0
beeinträchtigung,NOUN,-0.3472,0
befall,NOUN,-0.0048,0
befangenheit,NOUN,-0.0048,0
befürchtung,NOUN,-0.4903,0
begrenzung,NOUN,-0.0048,0
behinderung,NOUN,-0.3578,0
belastung,NOUN,-0.3711,0
beleidigung,NOUN,-0.3432,0
belästigung,NOUN,-0.0048,0
beschneidung,NOUN,-0.3313,0
beschränkung,NOUN,-0.3518,0
beschuldigung,NOUN,-0.3209,0
beschwerde,NOUN,-0.0048,0
beschwerlichkeit,NOUN,-0.0048,0
beschädigung,NOUN,-0.0048,0
beschäftigungslose,NOUN,-0.0048,0
beschäftigungsloser,NOUN,-0.0048,0
beschämung,NOUN,-0.0048,0
beseitigung,NOUN,-0.0048,0
besorgnis,NOUN,-0.0048,0
bestechung,NOUN,-0.0048,0
besteuerung,NOUN,-0.0048,0
bestrafung,NOUN,-0.0048,0
bestürzung,NOUN,-0.0048,0
betrug,NOUN,-0.4913,0
betrüger,NOUN,-0.3311,0
beule,NOUN,-0.0048,0
beunruhigung,NOUN,-0.324,0
bevormundung,NOUN,-0.0048,0
bitterkeit,NOUN,-0.0048,0
blindheit,NOUN,-0.0048,0
blockade,NOUN,-0.0048,0
blockierung,NOUN,-0.0048,0
blödheit,NOUN,-0.0048,0
bombardement,NOUN,-0.0048,0
bombardierung,NOUN,-0.0048,0
bombe,NOUN,-0.0048,0
bosheit,NOUN,-0.3371,0
brand,NOUN,-0.0048,0
bruch,NOUN,-0.3463,0
brutalität,NOUN,-0.0048,0
bußgeld,NOUN,-0.3377,0
bösartigkeit,NOUN,-0.3189,0
bösewicht,NOUN,-0.0048,0
bürde,NOUN,-0.0524,0
chaos,NOUN,-0.3489,0
crash,NOUN,-0.1885,0
defekt,NOUN,-0.0048,0
defizit,NOUN,-0.347,0
deformation,NOUN,-0.0048,0
degradierung,NOUN,-0.3137,0
dekadenz,NOUN,-0.0048,0
demütigung,NOUN,-0.0048,0
denkfehler,NOUN,-0.0048,0
depression,NOUN,-0.4951,0
desaster,NOUN,-0.3413,0
desinteresse,NOUN,-0.3348,0
dezimierung,NOUN,-0.0048,0
dieb,NOUN,-0.1962,0
diebstahl,NOUN,-0.3505,0
diffamierung,NOUN,-0.4591,0
diktator,NOUN,-0.0048,0
dilemma,NOUN,-0.3403,0
diskriminierung,NOUN,-0.0048,0
dissens,NOUN,-0.0048,0
dominierung,NOUN,-0.0048,0
doppeldeutigkeit,NOUN,-0.0048,0
doppelspiel,NOUN,-0.0048,0
dreck,NOUN,-0.0048,0
drift,NOUN,-0.0048,0
drohung,NOUN,-0.0048,0
drosselung,NOUN,-0.3178,0
dummheit,NOUN,-0.4877,0
dummkopf,NOUN,-0.0048,0
dunkelheit,NOUN,-0.3547,0
durcheinander,NOUN,-0.0048,0
dussel,NOUN,-0.3094,0
dämpfer,NOUN,-0.0048,0
dürre,NOUN,-0.0048,0
düsternis,NOUN,-0.0048,0
egoist,NOUN,-0.3179,0
ehebruch,NOUN,-0.4743,0
einbrecher,NOUN,-0.0048,0
einbruch,NOUN,-0.3498,0
einbuße,NOUN,-0.0048,0
einsamkeit,NOUN,-0.339,0
einschlag,NOUN,-0.0048,0
einschränkung,NOUN,-0.2048,0
einschüchterung,NOUN,-0.0048,0
insturz,NOUN,-0.0048,0
ekel,NOUN,-0.462,0
elend,NOUN,-0.2013,0
empörung,NOUN,-0.0048,0
ende,NOUN,-0.2088,0
energielosigkeit,NOUN,-0.0048,0
entbindung,NOUN,-0.0048,0
entfremdung,NOUN,-0.0048,0
entführung,NOUN,-0.0048,0
enthauptung,NOUN,-0.0048,0
entlassung,NOUN,-0.0048,0
entmutigung,NOUN,-0.0048,0
enttäuschung,NOUN,-0.3378,0
entziehung,NOUN,-0.0048,0
epidemie,NOUN,-0.0048,0
ermahnung,NOUN,-0.0048,0
ermordung,NOUN,-0.332,0
ermüdung,NOUN,-0.0048,0
erniedrigung,NOUN,-0.3259,0
ernüchterung,NOUN,-0.0048,0
erosion,NOUN,-0.0666,0
erpressung,NOUN,-0.0048,0
erschöpfung,NOUN,-0.0595,0
erschütterung,NOUN,-0.0048,0
explosion,NOUN,-0.0048,0
fahrlässigkeit,NOUN,-0.0048,0
farce,NOUN,-0.3349,0
faschist,NOUN,-0.0048,0
faulheit,NOUN,-0.611,0
fehde,NOUN,-0.0048,0
fehlanzeige,NOUN,-0.0048,0
fehler,NOUN,-0.6752,0
fehlermeldung,NOUN,-0.4765,0
fehlkauf,NOUN,-0.0048,0
fehlkonstruktion,NOUN,-0.0048,0
fehlleistung,NOUN,-0.0048,0
fehltritt,NOUN,-0.0048,0
fehlverhalten,NOUN,-0.3461,0
feind,NOUN,-0.8054,0
feuer,NOUN,-0.0445,0
fiasko,NOUN,-0.0048,0
finanzkrise,NOUN,-0.3283,0
finte,NOUN,-0.0048,0
flaute,NOUN,-0.0413,0
fluch,NOUN,-0.3534,0
flucht,NOUN,-0.0048,0
flüchtiger,NOUN,-0.0048,0
flüchtigkeit,NOUN,-0.0048,0
flüchtling,NOUN,-0.0048,0
frechheit,NOUN,-0.4665,0
frust,NOUN,-0.469,0
frustration,NOUN,-0.3354,0
furcht,NOUN,-0.5012,0
fälschung,NOUN,-0.3377,0
gammler,NOUN,-0.0048,0
gangster,NOUN,-0.3375,0
garnichts,NOUN,-0.0048,0
gauner,NOUN,-0.4592,0
gebrechen,NOUN,-0.3251,0
gedränge,NOUN,-0.0571,0
gefahr,NOUN,-1.0,0
gefecht,NOUN,-0.3373,0
gefährdung,NOUN,-0.0048,0
gegner,NOUN,-0.344,0
geisteskrankheit,NOUN,-0.0048,0
geistlosigkeit,NOUN,-0.0048,0
geiz,NOUN,-0.0048,0
geizhals,NOUN,-0.0048,0
geizkragen,NOUN,-0.0048,0
geldstrafe,NOUN,-0.3299,0
geschmacklosigkeit,NOUN,-0.0048,0
geschäftsauflösung,NOUN,-0.0048,0
gestank,NOUN,-0.0048,0
gewalt,NOUN,-0.5363,0
gewalttätige,NOUN,-0.0048,0
gewalttätiger,NOUN,-0.0048,0
gift,NOUN,-0.3505,0
glanzlosigkeit,NOUN,-0.0048,0
gleichgültigkeit,NOUN,-0.343,0
glücklosigkeit,NOUN,-0.0048,0
gnadenlosigkeit,NOUN,-0.0048,0
grausamkeit,NOUN,-0.3348,0
groll,NOUN,-0.6021,0
groteske,NOUN,-0.0048,0
habgier,NOUN,-0.0532,0
haft,NOUN,-0.0048,0
handgemenge,NOUN,-0.3174,0
handicap,NOUN,-0.0426,0
handikap,NOUN,-0.0426,0
hass,NOUN,-0.5014,0
heimsuchung,NOUN,-0.0048,0
hektik,NOUN,-0.0048,0
hemmung,NOUN,-0.0048,0
herausforderung,NOUN,-0.0048,0
heuchelei,NOUN,-0.0048,0
heuchler,NOUN,-0.3251,0
hilflosigkeit,NOUN,-0.3394,0
hindernis,NOUN,-0.0048,0
hinterhalt,NOUN,-0.0048,0
hinterlist,NOUN,-0.0048,0
hohn,NOUN,-0.0048,0
horror,NOUN,-0.0509,0
hunger,NOUN,-0.3531,0
hungersnot,NOUN,-0.4739,0
hungertod,NOUN,-0.0048,0
hysterie,NOUN,-0.3386,0
härte,NOUN,-0.0446,0
hölle,NOUN,-0.5052,0
idiot,NOUN,-0.0048,0
illegalität,NOUN,-0.0048,0
immobilität,NOUN,-0.0048,0
ineffizienz,NOUN,-0.0048,0
infektion,NOUN,-0.2059,0
infiltration,NOUN,-0.0048,0
inflation,NOUN,-0.3462,0
inkompetenz,NOUN,-0.0048,0
inkonsequenz,NOUN,-0.0455,0
inkonsistenz,NOUN,-0.3097,0
instabilität,NOUN,-0.3358,0
intervention,NOUN,-0.1975,0
invasion,NOUN,-0.0048,0
isolation,NOUN,-0.3453,0
jammer,NOUN,-0.4613,0
jähzorn,NOUN,-0.0048,0
kampf,NOUN,-0.5372,0
kapitalverbrechen,NOUN,-0.0048,0
kapitulation,NOUN,-0.0048,0
katastrophe,NOUN,-0.5027,0
keim,NOUN,-0.0048,0
klage,NOUN,-0.0048,0
klischee,NOUN,-0.48,0
kläger,NOUN,-0.3673,0
knappheit,NOUN,-0.0048,0
kollaps,NOUN,-0.0048,0
kollision,NOUN,-0.3323,0
komplikation,NOUN,-0.0048,0
konflikt,NOUN,-0.0048,0
konfrontation,NOUN,-0.0048,0
konjunkturrückgang,NOUN,-0.0048,0
konkurrenz,NOUN,-0.0461,0
konkurrenzkampf,NOUN,-0.0494,0
konkurs,NOUN,-0.0048,0
kontroverse,NOUN,-0.3329,0
kopfschmerz,NOUN,-0.1993,0
korruption,NOUN,-0.3439,0
kostspieligkeit,NOUN,-0.0048,0
krach,NOUN,-0.0048,0
krachen,NOUN,-0.0048,0
krankheit,NOUN,-0.6858,0
krieg,NOUN,-0.5364,0
kriminalität,NOUN,-0.0048,0
krise,NOUN,-0.3621,0
kritik,NOUN,-0.5308,0
kritiker,NOUN,-0.6494,0
kränkung,NOUN,-0.0048,0
krüppel,NOUN,-0.3203,0
kurseinbruch,NOUN,-0.0048,0
kälte,NOUN,-0.0048,0
kündigung,NOUN,-0.0048,0
kürzung,NOUN,-0.341,0
langeweile,NOUN,-0.0377,0
langweiler,NOUN,-0.0443,0
last,NOUN,-0.0048,0
launenhaftigkeit,NOUN,-0.0048,0
lebensgefahr,NOUN,-0.0048,0
leblosigkeit,NOUN,-0.0048,0
leere,NOUN,-0.0048,0
leichtsinn,NOUN,-0.3253,0
leichtsinnsfehler,NOUN,-0.0371,0
leid,NOUN,-0.5056,0
leidende,NOUN,-0.0048,0
liquidation,NOUN,-0.0048,0
lähmung,NOUN,-0.0048,0
löschung,NOUN,-0.0048,0
lüge,NOUN,-0.5,0
lügner,NOUN,-0.4767,0
makel,NOUN,-0.1813,0
mangel,NOUN,-0.3669,0
manipulation,NOUN,-0.3455,0
massaker,NOUN,-0.0048,0
maßlosigkeit,NOUN,-0.0048,0
melancholie,NOUN,-0.1859,0
melodrama,NOUN,-0.0048,0
merkwürdigkeit,NOUN,-0.0048,0
minderung,NOUN,-0.0048,0
minderwertigkeit,NOUN,-0.3201,0
missachtung,NOUN,-0.0048,0
missbrauch,NOUN,-0.0048,0
missgeschick,NOUN,-0.0472,0
missglück,NOUN,-0.0048,0
misstrauen,NOUN,-0.4778,0
misstrauensantrag,NOUN,-0.0048,0
missverständnis,NOUN,-0.4756,0
mist,NOUN,-0.1732,0
mittellosigkeit,NOUN,-0.0048,0
mittelmäßigkeit,NOUN,-0.0048,0
monotonie,NOUN,-0.0048,0
mord,NOUN,-0.3595,0
mutlosigkeit,NOUN,-0.0048,0
müdigkeit,NOUN,-0.1995,0
mühe,NOUN,-0.0048,0
müll,NOUN,-0.3377,0
nachlässigkeit,NOUN,-0.0048,0
nachteil,NOUN,-0.8102,0
naivität,NOUN,-0.0048,0
narr,NOUN,-0.335,0
negativität,NOUN,-0.3155,0
neid,NOUN,-0.4729,0
nervosität,NOUN,-0.1833,0
neustart,NOUN,-0.0504,0
niedergang,NOUN,-0.0048,0
niedergeschlagenheit,NOUN,-0.0048,0
niederlage,NOUN,-0.3651,0
not,NOUN,-0.2187,0
notfall,NOUN,-0.0468,0
notstand,NOUN,-0.0048,0
nutzlosigkeit,NOUN,-0.0048,0
nötigung,NOUN,-0.0048,0
oberflächlichkeit,NOUN,-0.3299,0
offensive,NOUN,-0.0048,0
opposition,NOUN,-0.3631,0
panik,NOUN,-0.3429,0
panne,NOUN,-0.1901,0
pech,NOUN,-0.4823,0
pessimismus,NOUN,-0.4715,0
pest,NOUN,-0.3456,0
pflicht,NOUN,-0.3577,0
pleite,NOUN,-0.3323,0
preissturz,NOUN,-0.0048,0
problem,NOUN,-0.3865,0
propaganda,NOUN,-0.4893,0
protest,NOUN,-0.3564,0
provisorium,NOUN,-0.0048,0
provokation,NOUN,-0.0048,0
qual,NOUN,-0.0402,0
qualitätsminderung,NOUN,-0.3096,0
rache,NOUN,-0.3534,0
ratlosigkeit,NOUN,-0.0048,0
raub,NOUN,-0.0048,0
rebell,NOUN,-0.0048,0
rebellion,NOUN,-0.0048,0
rechtswidrigkeit,NOUN,-0.0499,0
redundanz,NOUN,-0.0048,0
reinfall,NOUN,-0.0048,0
reklamation,NOUN,-0.0048,0
reparatur,NOUN,-0.0048,0
revolte,NOUN,-0.0048,0
revolution,NOUN,-0.0048,0
rezession,NOUN,-0.3454,0
risiko,NOUN,-0.687,0
rivale,NOUN,-0.0502,0
rivalität,NOUN,-0.0048,0
rost,NOUN,-0.0048,0
ruin,NOUN,-0.0048,0
rutsch,NOUN,-0.0048,0
rätselraten,NOUN,-0.0048,0
räuber,NOUN,-0.3508,0
rückfall,NOUN,-0.0048,0
rückgang,NOUN,-0.2096,0
rückschritt,NOUN,-0.0048,0
rücksendung,NOUN,-0.3465,0
rücksichtslosigkeit,NOUN,-0.0048,0
rückstand,NOUN,-0.063,0
rückständigkeit,NOUN,-0.0048,0
rücktritt,NOUN,-0.0048,0
rückzug,NOUN,-0.3501,0
sabotage,NOUN,-0.0048,0
sackgasse,NOUN,-0.3455,0
schaden,NOUN,-0.5299,0
schadensbild,NOUN,-0.0048,0
scham,NOUN,-0.4829,0
schande,NOUN,-0.0048,0
scheidung,NOUN,-0.2023,0
scheitern,NOUN,-0.3524,0
schelte,NOUN,-0.0048,0
scheußlichkeit,NOUN,-0.0048,0
schlachtfeld,NOUN,-0.0048,0
schlag,NOUN,-0.0048,0
schlamperei,NOUN,-0.0048,0
schlechtigkeit,NOUN,-0.4646,0
schlitterbahn,NOUN,-0.0048,0
schlägerei,NOUN,-0.0048,0
schmerz,NOUN,-0.0048,0
schmuggel,NOUN,-0.0048,0
schmutz,NOUN,-0.0542,0
schock,NOUN,-0.0048,0
schramme,NOUN,-0.0048,0
schreck,NOUN,-0.194,0
schrott,NOUN,-0.0534,0
schräglauf,NOUN,-0.0048,0
schubs,NOUN,-0.0048,0
schuld,NOUN,-0.9686,0
schuldner,NOUN,-0.0048,0
schuldnerin,NOUN,-0.0048,0
schurke,NOUN,-0.3306,0
schwierigkeit,NOUN,-0.0483,0
schwund,NOUN,-0.0048,0
schwäche,NOUN,-0.5035,0
schwächung,NOUN,-0.337,0
schädigung,NOUN,-0.0048,0
senkung,NOUN,-0.0545,0
sinnlosigkeit,NOUN,-0.0048,0
sintflut,NOUN,-0.3313,0
skandal,NOUN,-0.0048,0
sklave,NOUN,-0.3281,0
sklavenarbeit,NOUN,-0.0048,0
sorge,NOUN,-0.3618,0
spott,NOUN,-0.3357,0
sprengstoff,NOUN,-0.0048,0
sprengung,NOUN,-0.0048,0
stagnation,NOUN,-0.0048,0
stau,NOUN,-0.0438,0
sterben,NOUN,-0.0539,0
steuerhinterziehung,NOUN,-0.0048,0
stilllegung,NOUN,-0.0048,0
stillstand,NOUN,-0.0048,0
stornierung,NOUN,-0.0048,0
stoß,NOUN,-0.0048,0
strafverfahren,NOUN,-0.0048,0
strapaze,NOUN,-0.0048,0
streik,NOUN,-0.0048,0
streit,NOUN,-0.6632,0
strenge,NOUN,-0.0048,0
stress,NOUN,-0.0048,0
sturheit,NOUN,-0.1894,0
sturz,NOUN,-0.6316,0
störung,NOUN,-0.3569,0
sucht,NOUN,-0.3505,0
sündenbock,NOUN,-0.3285,0
tabu,NOUN,-0.0048,0
terror,NOUN,-0.0048,0
terrorismus,NOUN,-0.3553,0
teuerung,NOUN,-0.322,0
teuerungsrate,NOUN,-0.0048,0
teufelskreis,NOUN,-0.479,0
tod,NOUN,-0.0697,0
todesfall,NOUN,-0.0048,0
todesstrafe,NOUN,-0.0048,0
torheit,NOUN,-0.0048,0
totschlag,NOUN,-0.0048,0
tragödie,NOUN,-0.0048,0
trauer,NOUN,-0.0048,0
trauma,NOUN,-0.0048,0
traurigkeit,NOUN,-0.0457,0
trennung,NOUN,-0.5071,0
tristesse,NOUN,-0.0555,0
trostlosigkeit,NOUN,-0.0048,0
trott,NOUN,-0.0048,0
trugschluß,NOUN,-0.0048,0
trugschluss,NOUN,-0.0048,0
trägheit,NOUN,-0.1937,0
träne,NOUN,-0.0562,0
trübsal,NOUN,-0.189,0
turbulenz,NOUN,-0.0048,0
tyrannei,NOUN,-0.3243,0
täuschung,NOUN,-0.3445,0
umtausch,NOUN,-0.343,0
unbehagen,NOUN,-0.3291,0
unbehaglichkeit,NOUN,-0.0048,0
unbeliebtheit,NOUN,-0.0048,0
unbequemlichkeit,NOUN,-0.0048,0
unbestimmtheit,NOUN,-0.0537,0
undankbarkeit,NOUN,-0.0048,0
unehrlichkeit,NOUN,-0.0048,0
uneinigkeit,NOUN,-0.3289,0
unerbittlichkeit,NOUN,-0.0048,0
unerträglichkeit,NOUN,-0.0048,0
unfall,NOUN,-0.0048,0
unfreundlichkeit,NOUN,-0.3085,0
unfug,NOUN,-0.3394,0
unfähigkeit,NOUN,-0.1896,0
ungeduld,NOUN,-0.4655,0
ungehorsamkeit,NOUN,-0.0048,0
ungenauigkeit,NOUN,-0.0048,0
ungerechtigkeit,NOUN,-0.3419,0
ungeschicklichkeit,NOUN,-0.3116,0
unglaubwürdigkeit,NOUN,-0.0048,0
ungleichheit,NOUN,-0.0048,0
unglück,NOUN,-0.5004,0
unheilbarkeit,NOUN,-0.0048,0
unhöflichkeit,NOUN,-0.0048,0
unklarheit,NOUN,-0.0048,0
unmenschlichkeit,NOUN,-0.0048,0
unmoral,NOUN,-0.3172,0
unmut,NOUN,-0.3394,0
unordnung,NOUN,-0.3391,0
unrecht,NOUN,-0.5086,0
unregelmäßigkeit,NOUN,-0.0048,0
unrentabilität,NOUN,-0.0048,0
unruhe,NOUN,-0.201,0
unsicherheit,NOUN,-0.358,0
unsinn,NOUN,-0.4969,0
unstetigkeit,NOUN,-0.3075,0
unstimmigkeit,NOUN,-0.0048,0
unterbrechung,NOUN,-0.0048,0
unterdrückung,NOUN,-0.0048,0
untergang,NOUN,-0.3498,0
unterlassung,NOUN,-0.0048,0
unterwerfung,NOUN,-0.3279,0
untreue,NOUN,-0.3293,0
unverantwortlichkeit,NOUN,-0.3068,0
unvereinbarkeit,NOUN,-0.0048,0
unverhältnismäßigkeit,NOUN,-0.0048,0
unverschämtheit,NOUN,-0.0048,0
unvollkommenheit,NOUN,-0.0048,0
unvollständigkeit,NOUN,-0.0048,0
unwahrheit,NOUN,-0.466,0
unwirksamkeit,NOUN,-0.0048,0
unwirtschaftlichkeit,NOUN,-0.0048,0
unwissenheit,NOUN,-0.4935,0
unzufriedenheit,NOUN,-0.6324,0
unzumutbarkeit,NOUN,-0.0048,0
unzuverlässigkeit,NOUN,-0.0048,0
vagheit,NOUN,-0.0048,0
verachtung,NOUN,-0.3308,0
verbannung,NOUN,-0.0048,0
verbot,NOUN,-0.0048,0
verdacht,NOUN,-0.8074,0
verdorbenheit,NOUN,-0.0048,0
verdrängung,NOUN,-0.0048,0
verdächtige,NOUN,-0.0048,0
verfall,NOUN,-0.0048,0
verfehlung,NOUN,-0.0048,0
vergeltung,NOUN,-0.3369,0
vergeltungsmaßnahme,NOUN,-0.0048,0
vergeudung,NOUN,-0.0048,0
verherrlichung,NOUN,-0.0048,0
verhängnis,NOUN,-0.0048,0
verkleinerung,NOUN,-0.0048,0
verlangsamung,NOUN,-0.0048,0
verletzung,NOUN,-0.5032,0
verleumdung,NOUN,-0.4792,0
verlierer,NOUN,-0.3441,0
verlust,NOUN,-0.5204,0
vermeidung,NOUN,-0.0048,0
verminderung,NOUN,-0.0048,0
vernachlässigung,NOUN,-0.328,0
vernichtung,NOUN,-0.4883,0
verrat,NOUN,-0.0048,0
verräter,NOUN,-0.3352,0
verrückter,NOUN,-0.0447,0
verrücktheit,NOUN,-0.0048,0
versagen,NOUN,-0.3517,0
verschlechterung,NOUN,-0.4959,0
verschmutzung,NOUN,-0.3392,0
verschwendung,NOUN,-0.0048,0
verschwörung,NOUN,-0.3355,0
versenkung,NOUN,-0.0048,0
versklavung,NOUN,-0.0048,0
verstoß,NOUN,-0.0048,0
verstrickung,NOUN,-0.0048,0
versuchung,NOUN,-0.3463,0
versäumnis,NOUN,-0.0048,0
vertreibung,NOUN,-0.0048,0
verurteilung,NOUN,-0.0048,0
verweigerung,NOUN,-0.3441,0
verwerfung,NOUN,-0.3202,0
verwirrung,NOUN,-0.3323,0
verwundung,NOUN,-0.0048,0
verwüstung,NOUN,-0.0048,0
verzerrung,NOUN,-0.0048,0
verzicht,NOUN,-0.2022,0
verzweiflung,NOUN,-0.0048,0
verzögerung,NOUN,-0.0048,0
vorurteil,NOUN,-0.6261,0
vorwand,NOUN,-0.0048,0
vorwurf,NOUN,-0.5095,0
wahnsinn,NOUN,-0.0048,0
wermutstropfen,NOUN,-0.3356,0
wertlosigkeit,NOUN,-0.0048,0
wertverlust,NOUN,-0.0048,0
wichtigtuer,NOUN,-0.0048,0
widernatürlichkeit,NOUN,-0.0048,0
widerruf,NOUN,-0.0048,0
widerspruch,NOUN,-0.3655,0
widrigkeit,NOUN,-0.0048,0
wirtschaftskrise,NOUN,-0.0048,0
wrack,NOUN,-0.0048,0
wunde,NOUN,-0.3396,0
wut,NOUN,-0.4726,0
wüste,NOUN,-0.0048,0
zahlungsunfähigkeit,NOUN,-0.0048,0
zeitverschwendung,NOUN,-0.3223,0
zensur,NOUN,-0.3468,0
zerrung,NOUN,-0.0048,0
zerschlagung,NOUN,-0.0048,0
zerstörung,NOUN,-0.3578,0
ziellosigkeit,NOUN,-0.0048,0
zoll,NOUN,-0.0048,0
zorn,NOUN,-0.3537,0
zumutung,NOUN,-0.3286,0
zusammenbruch,NOUN,-0.0048,0
zusammenstoß,NOUN,-0.3302,0
zwang,NOUN,-0.0721,0
zwangslage,NOUN,-0.0048,0
zwangsmaßnahme,NOUN,-0.0048,0
zweifel,NOUN,-0.0048,0
zwietracht,NOUN,-0.0048,0
abbauen,VERB,-0.0578,0
abbrechen,VERB,-0.3482,0
abdanken,VERB,-0.0048,0
abdämpfen,VERB,-0.0048,0
abfallen,VERB,-0.0048,0
abfällig,ADJ,-0.3197,0
abführen,VERB,-0.3358,0
abgebrochen,ADJ,-0.0048,0
abgedroschen,ADJ,-0.1839,0
abgestanden,ADJ,-0.0368,0
abgetakelt,ADJ,-0.0048,0
abgleiten,VERB,-0.0397,0
abgründig,ADJ,-0.1719,0
abhängig,ADJ,-0.0048,0
ablaufen,VERB,-0.0048,0
ablehnen,VERB,-0.6458,0
ablenken,VERB,-0.042,0
abnehmen,VERB,-0.0292,0
abnutzen,VERB,-0.0417,0
abraten,VERB,-0.3353,0
abreißen,VERB,-0.3116,0
abrupt,ADJ,-0.0048,0
abrutschen,VERB,-0.0048,0
abschaffen,VERB,-0.0048,0
abschießen,VERB,-0.0048,0
abschrecken,VERB,-0.178,0
abschreckend,VERB,-0.049,0
abschreiben,VERB,-0.1847,0
abschwächen,VERB,-0.0048,0
abschätzig,ADJ,-0.0048,0
absenken,VERB,-0.0048,0
absinken,VERB,-0.3269,0
abspalten,VERB,-0.3099,0
absperren,VERB,-0.0048,0
absteigen,VERB,-0.4776,0
abstoßen,VERB,-0.1796,0
abstoßend,ADJ,-0.5859,0
abstumpfen,VERB,-0.0048,0
abstürzen,VERB,-0.4697,0
absurd,ADJ,-0.212,0
abtragen,VERB,-0.0048,0
abweichen,VERB,-0.3422,0
abweisen,VERB,-0.0048,0
abwerten,VERB,-0.4521,0
achtlos,ADJ,-0.0048,0
aggressiv,ADJ,-0.4484,0
alarmieren,VERB,-0.0048,0
alkoholisiert,ADJ,-0.0048,0
alt,ADJ,-0.0048,0
altmodisch,ADJ,-0.0382,0
amateurhaft,ADJ,-0.4485,0
ambivalent,ADJ,-0.4628,0
androhen,VERB,-0.0048,0
anfällig,ADJ,-0.1884,0
angespannt,ADJ,-0.4744,0
angestrengt,ADJ,-0.0415,0
angetrunken,ADJ,-0.0048,0
angreifen,VERB,-0.0464,0
anklagen,VERB,-0.0048,0
anmaßen,VERB,-0.0048,0
annullieren,VERB,-0.3149,0
anschießen,VERB,-0.0048,0
anspannen,VERB,-0.0444,0
anstrengen,VERB,-0.0048,0
anstrengend,ADJ,-0.0048,0
anstößig,ADJ,-0.0048,0
antiquiert,ADJ,-0.0048,0
anzünden,VERB,-0.3333,0
apathisch,ADJ,-0.3252,0
apokalyptisch,ADJ,-0.0048,0
arbeitslos,ADJ,-0.3426,0
archaisch,ADJ,-0.0048,0
arm,ADJ,-0.4546,0
armselig,ADJ,-0.1814,0
arrogant,ADJ,-0.4659,0
